reward,speed
-217.59706413055312,18.442326023568594
-197.73111098329335,18.610647481527963
-159.7779557857137,16.225617629550392
-240.60536276555084,17.954577491157448
-137.57016816427375,18.8885658603656
-355.5669515221636,19.27721491299998
-181.61272968643425,19.483364911768504
-420.2443966763143,19.11273979722218
-115.7435426030638,18.95072164191538
-154.28405535417284,19.305621383170728
-164.29958458443537,19.522862587092177
-159.04502665669378,19.41715239996058
-201.726056132976,19.41101133219498
-147.18962342675184,19.514397666596736
-158.57775714532193,19.25168189508134
-255.42196728205056,19.259305746153423
-97.08862408895634,19.471501582135506
-213.88285162795432,19.77718340452363
-131.1441191682386,19.271713801127802
-280.34870713629215,19.336505973919298
-160.8832158625318,19.71071052075768
-138.22649665245217,19.269705087791458
-129.9301462446479,19.5556634500617
-300.4949162751412,19.482522740349093
-128.12589906866322,19.129152368589303
19.227068528881148,19.045648235387734
-204.95211028083645,19.400755980266457
-205.9881239936201,19.480522727661235
-100.23924319241625,18.18567401019393
-97.70773627020485,19.24127053014695
-138.97452791228062,19.383726864801652
-292.03283496965685,19.41701126987889
-143.8093972818919,19.31831475113405
-148.29130333354334,19.374076284322935
15.407598494551124,19.63021314072041
-97.587124369943,19.200575161143664
-172.3442947024592,18.57631985439102
-211.92424798707972,19.301020581076838
-260.49417576356257,19.22573711922059
-179.0793163398569,19.557380528112475
-134.90190820937156,19.33925219651951
-121.69078589733611,19.398349035183294
-150.46828792687182,19.254411575680788
-139.61233248918597,19.42150528935508
-146.36678635754544,18.980050695132377
-158.1746105525174,19.072727382615817
-180.20041128835615,18.947907196317306
-105.17039732267338,19.405377797628105
-131.41557143745678,19.411261467885826
-108.38277026975625,19.127236876388203
-126.3033100518191,19.165636367643003
-158.67157613761782,19.31525133143977
-173.37116477321783,19.23409834793356
-173.01764148778176,19.28729706720175
-117.30590265691627,19.2558940053378
-97.44121585171666,19.508868697364264
-134.126252851444,19.472199101180976
-142.95524372053646,19.36862476107118
-134.65952811212497,19.135357263872766
-124.63022140616198,19.01786525606362
-137.58988168229865,19.276483118321938
-114.67229077642605,19.156893571673603
-129.25512526357033,19.374683155582243
-112.63143775062653,19.081650716360063
-242.62302044696526,19.05040640067058
-352.87033039455133,19.00182668389464
-132.9865039243593,19.43407075982836
-143.28283813306257,19.01566936425952
-167.22078640473205,19.427975088715478
-132.74754445605157,19.091320304010278
-44.36784679554617,19.211994379187466
-143.70048786197336,19.245025975606715
-176.73179479538177,19.35634172518847
-110.8481324292252,19.2424647030137
-158.27161815820978,19.254430273474348
-151.995601854524,18.817948409318756
-128.5784212519899,18.59824024770169
-3.667652880434872,18.881609097088734
-167.89423501289298,19.389356324256436
-171.61490614184123,19.433720547774357
-113.70303513799804,19.439654335507857
-173.2553743669731,19.09832072131048
11.328632712824103,18.89230560591925
-134.25282211335835,19.382870041931604
-105.00661264242174,19.335936878894074
-157.11087061829176,18.449798557400534
-151.53093579945744,19.230318463174022
-143.09060411159538,18.96552419103842
-167.57679984503756,19.43852535842367
-8.7222067322121,19.343980554354104
-134.47889591764263,19.13667578184719
-117.26944297846441,19.17326327767947
-131.3257644556585,18.81870002232573
-182.95351983585255,19.69488246220104
-143.90421975549862,18.98736380064753
-127.87463809260882,19.137885681550685
-168.5686220978993,19.164569408728614
-92.04068434376929,18.97782469895091
-152.3566753161079,19.333451862153616
-54.04095105524944,19.27991746337559
-116.2278189847973,18.84853727911135
-128.97454297230186,19.276267007155127
-291.575354885847,15.601370358670673
-119.09514508745309,16.126491210095775
-109.32125364131875,19.23095255969031
-179.74305551139068,19.174062280768073
-158.81167978596335,19.109953941509787
-104.90999618857792,18.9236015341113
-145.05086312701488,19.379851320305516
-110.37614286340585,19.247526087447703
-101.67880443108976,19.422672828619476
-131.0291874905701,19.15016387255152
-103.16401713180929,18.728415378024017
-124.59266045479133,18.972105041278013
-172.45559351985472,18.963936406152637
-140.36462179356067,18.774757548514277
-168.55861534907564,18.96061880156059
-302.18062946790155,19.104590066977895
-111.44268062153131,19.180097020294767
-129.17960098292963,19.42981701061753
-129.02418178985235,19.315060418508693
-121.43369833959937,19.057201537790302
-141.56984007579734,18.835398905051086
-205.41128910708386,18.769504654446074
-174.40780575746385,19.16586619137295
-151.7955295155479,19.230769530758607
-149.4595611070743,19.35660582118678
-365.3018371041895,19.52053548125474
-155.01465636144746,18.81580301583343
-129.7931131572415,18.93827261845927
-111.91399129112853,19.039952305213877
-145.90147834968568,18.97316005860264
-165.51348650874695,18.78881883178563
-165.52541410154774,19.208893808772306
-181.6401790366142,19.12102469672379
-69.26610046705957,19.29710978403894
-54.16379465256672,19.397983968551088
-135.6951866647209,19.147275930179635
-124.98286651932838,19.261067093744696
-88.72438449408344,19.15709002491923
-141.42216911268463,18.616650403200616
-121.31537623469698,19.175464499273886
-120.21886703922063,18.85659517138041
-169.95636112471638,18.534141399858154
-260.23404384395724,19.2103170533203
-185.35032676988556,18.818298878491536
-114.69289656753377,19.182367366507016
-172.11191761789883,18.92104239914986
-64.25306881537864,18.86242548295543
-429.09666669790994,18.78034276928383
-118.7167569232134,18.914231448158517
-148.63926229058904,18.92945635828267
-127.80907498744165,18.966675868346364
-158.58170858249088,18.23627333569055
-134.73086862633056,18.735739796020326
-118.92696186022023,18.676104862234965
-162.7979206071134,18.642195863754598
-116.59572630216977,18.513282580317522
-260.3619090847932,18.582094098584406
-79.54177866021273,19.06565832574015
-165.79275417649933,18.881480024142427
-173.98760822782475,18.954918908265334
-195.1264379660056,19.005663362231196
-135.79409101503182,18.649590300961822
-155.19705245468677,19.023067088079273
-324.9243625172297,19.121592665032257
-136.21670326247573,18.831362015463082
-143.47569945285562,19.03764627705983
-113.39701862764699,18.836883287235974
-81.74817830514756,18.750017881410486
-121.6459065345356,18.930661648067304
-96.05124006760502,19.06190674903116
-137.28782123999775,18.99719874852139
-415.6305941366733,18.97401796116387
-62.52389833161719,18.894757576704347
-190.7642864366968,18.44342486289725
-156.81185046153936,18.653405874657608
-112.2742783459589,18.897209638742954
-166.99617604212128,18.572708864385373
-107.90381923987256,18.68886929173621
-157.88216639085118,18.877986331460804
-89.45410466372316,18.90651498375832
-112.07768357990936,19.209668230978505
-84.77791856879111,19.11121644510402
-107.78689883425577,19.070159451333453
-256.97087579995355,18.91241124752636
-17.234807969319093,18.825651248636653
-116.70850484765408,18.84263171676499
-60.8302241831703,19.126573872063105
-128.18026435730246,18.86793011710612
-116.17383955271231,18.68078646122724
-136.49224333720326,18.76899721753405
-135.3519727648784,18.724371445173873
-54.12705610434635,18.6806739297332
-165.88977687888865,18.798564072099538
-116.27485144298068,18.887360837724515
-246.8683519030567,18.807565408425813
-241.04272926015338,18.718891261995072
-70.85156454431066,18.764937367704455
-229.8278001942424,18.82898402907013
-182.27523072778848,19.028256135184794
-117.37578572364902,18.764925156419984
-40.09063529480457,18.842376124600445
-126.45167995154657,18.707858272380207
-507.0919509040235,17.541691155468815
-138.44628204997196,18.589862259072962
0.22659198061286645,18.75379225089092
-171.49270755332924,18.423600177534546
-140.09668196279725,19.237151489693357
-409.0029475191992,18.8621685862628
-255.5151681775087,18.809758691806433
-157.66589596303436,18.232439424714222
-109.0510117928691,17.9552693295426
-172.86346745390688,17.65798775512646
-118.94654462779545,14.811275296162172
-163.27030638866216,17.101499009212432
-119.81467175660049,17.885638601894474
-491.18566921571164,18.389952720547907
-118.12336983379129,18.970125126612327
-66.12200361161914,18.58043543505902
-127.25724932430487,16.292044935899625
-95.21038101945925,16.87320382172273
-114.41696847634795,18.753055458424154
-112.5781748931322,18.70822956732735
-66.59690381914797,18.14002111047327
-121.21248012305442,16.923082716603354
-115.42777726810303,16.287211244652678
-104.02215599522229,17.29510282726998
-243.93644337661635,18.225671118600815
-35.38613412784785,16.827793236132646
-278.0233265840513,17.26479186492821
-61.11107821890117,17.39773084932763
-118.41045436716294,17.190168649584344
-159.5324444468887,16.263455724297025
-233.3086120505883,18.708251819618066
-149.45768409279776,18.678085900839356
-225.33133136051862,18.704747455718355
-76.06019110263766,18.534438292891615
-381.4887072043291,18.590057574474308
-238.31620817555367,18.84764283883381
-383.3860112708545,18.741057392624523
-270.3534577540312,18.994211383152898
-93.8138673217318,19.13869563545937
-88.37045640098334,18.741393553331488
-81.6504621104705,19.05434261746954
-63.93420713331241,19.14529945740821
-256.44770862716484,10.079765524253208
-133.94121493250708,21.917824566312422
-305.3727159974495,20.9145933128794
-238.30782878139254,19.83061044681595
-529.9910409984191,19.818267962359446
-335.95227877250966,18.769283543793826
-222.00843575936625,19.230112256673625
-457.34351734603865,18.907574427588454
-288.22872029291466,19.43754214807572
-369.27934972489675,19.205954971390057
-581.2919121335952,18.207305369918355
-94.33603130149595,19.051623158771825
-975.4993540652032,18.521223642355928
-285.413866303639,18.32748785844596
-730.9059590853777,18.899546431952597
-609.11925252886,19.98628413194528
-473.2445185135562,19.55103503756817
-135.42181872105562,19.710525535406482
-167.18996817164066,19.706763059698787
-155.0810845899926,19.647700071403285
-202.93303375673685,19.709156972939958
-207.09678996939004,19.736268870939263
-151.67529132120248,18.856971718321706
-124.93931116558511,19.528105650315673
-195.02603601327485,18.984514670955676
-181.48426643171666,16.955250057253348
-217.69819720710925,19.22918981781579
-167.50288647788398,19.774039979300994
-212.14477349826018,19.873511227101442
-75.27540947331067,18.533595960481495
-122.537999763057,17.695008271475213
-128.44594063977115,18.301061414401296
-309.04034869513663,18.626039289427013
-177.5380364571005,15.160111405758476
-98.85199798488748,18.410065826058855
-213.32318869103267,16.27193781462419
-150.59387651233664,19.111888804380886
-127.33667745429199,20.8158916945132
-177.53363293075904,22.207935546665773
-100.64919287290004,21.895480564434802
-141.3574616930061,21.956111897909146
-163.65547082761844,21.929836302552502
-114.16555632852491,20.634734640135278
-129.92388820206645,22.892027840462852
-125.34717481925519,23.293967977437212
-71.9168912080198,22.626177339938213
-175.65882568693746,22.873617548518634
-126.67058322346669,20.173987843854686
-429.98150267765396,21.686762686419765
-109.31439431847188,22.93584136829963
-197.26547398592356,20.65785543623482
-130.50098110448806,17.449779186922175
-87.35111966867377,18.103466685554665
-103.80281777769596,14.581424948875256
-217.59706413055312,18.442326023568594
-197.73111098329335,18.610647481527963
-159.7779557857137,16.225617629550392
-240.60536276555084,17.954577491157448
-137.57016816427375,18.8885658603656
-355.5669515221636,19.27721491299998
-181.61272968643425,19.483364911768504
-420.2443966763143,19.11273979722218
-115.7435426030638,18.95072164191538
-154.28405535417284,19.305621383170728
-164.29958458443537,19.522862587092177
-159.04502665669378,19.41715239996058
-201.726056132976,19.41101133219498
-147.18962342675184,19.514397666596736
-158.57775714532193,19.25168189508134
-255.42196728205056,19.259305746153423
-97.08862408895634,19.471501582135506
-213.88285162795432,19.77718340452363
-131.1441191682386,19.271713801127802
-280.34870713629215,19.336505973919298
-160.8832158625318,19.71071052075768
-138.22649665245217,19.269705087791458
-129.9301462446479,19.5556634500617
-300.4949162751412,19.482522740349093
-128.12589906866322,19.129152368589303
19.227068528881148,19.045648235387734
-204.95211028083645,19.400755980266457
-205.9881239936201,19.480522727661235
-100.23924319241625,18.18567401019393
-97.70773627020485,19.24127053014695
-138.97452791228062,19.383726864801652
-292.03283496965685,19.41701126987889
-143.8093972818919,19.31831475113405
-148.29130333354334,19.374076284322935
15.407598494551124,19.63021314072041
-97.587124369943,19.200575161143664
-172.3442947024592,18.57631985439102
-211.92424798707972,19.301020581076838
-260.49417576356257,19.22573711922059
-179.0793163398569,19.557380528112475
-134.90190820937156,19.33925219651951
-121.69078589733611,19.398349035183294
-150.46828792687182,19.254411575680788
-139.61233248918597,19.42150528935508
-146.36678635754544,18.980050695132377
-158.1746105525174,19.072727382615817
-180.20041128835615,18.947907196317306
-105.17039732267338,19.405377797628105
-131.41557143745678,19.411261467885826
-108.38277026975625,19.127236876388203
-126.3033100518191,19.165636367643003
-158.67157613761782,19.31525133143977
-173.37116477321783,19.23409834793356
-173.01764148778176,19.28729706720175
-117.30590265691627,19.2558940053378
-97.44121585171666,19.508868697364264
-134.126252851444,19.472199101180976
-142.95524372053646,19.36862476107118
-134.65952811212497,19.135357263872766
-124.63022140616198,19.01786525606362
-137.58988168229865,19.276483118321938
-114.67229077642605,19.156893571673603
-129.25512526357033,19.374683155582243
-112.63143775062653,19.081650716360063
-242.62302044696526,19.05040640067058
-352.87033039455133,19.00182668389464
-132.9865039243593,19.43407075982836
-143.28283813306257,19.01566936425952
-167.22078640473205,19.427975088715478
-132.74754445605157,19.091320304010278
-44.36784679554617,19.211994379187466
-143.70048786197336,19.245025975606715
-176.73179479538177,19.35634172518847
-110.8481324292252,19.2424647030137
-158.27161815820978,19.254430273474348
-151.995601854524,18.817948409318756
-128.5784212519899,18.59824024770169
-3.667652880434872,18.881609097088734
-167.89423501289298,19.389356324256436
-171.61490614184123,19.433720547774357
-113.70303513799804,19.439654335507857
-173.2553743669731,19.09832072131048
11.328632712824103,18.89230560591925
-134.25282211335835,19.382870041931604
-105.00661264242174,19.335936878894074
-157.11087061829176,18.449798557400534
-151.53093579945744,19.230318463174022
-143.09060411159538,18.96552419103842
-167.57679984503756,19.43852535842367
-8.7222067322121,19.343980554354104
-134.47889591764263,19.13667578184719
-117.26944297846441,19.17326327767947
-131.3257644556585,18.81870002232573
-182.95351983585255,19.69488246220104
-143.90421975549862,18.98736380064753
-127.87463809260882,19.137885681550685
-168.5686220978993,19.164569408728614
-92.04068434376929,18.97782469895091
-152.3566753161079,19.333451862153616
-54.04095105524944,19.27991746337559
-116.2278189847973,18.84853727911135
-128.97454297230186,19.276267007155127
-291.575354885847,15.601370358670673
-119.09514508745309,16.126491210095775
-109.32125364131875,19.23095255969031
-179.74305551139068,19.174062280768073
-158.81167978596335,19.109953941509787
-104.90999618857792,18.9236015341113
-145.05086312701488,19.379851320305516
-110.37614286340585,19.247526087447703
-101.67880443108976,19.422672828619476
-131.0291874905701,19.15016387255152
-103.16401713180929,18.728415378024017
-124.59266045479133,18.972105041278013
-172.45559351985472,18.963936406152637
-140.36462179356067,18.774757548514277
-168.55861534907564,18.96061880156059
-302.18062946790155,19.104590066977895
-111.44268062153131,19.180097020294767
-129.17960098292963,19.42981701061753
-129.02418178985235,19.315060418508693
-121.43369833959937,19.057201537790302
-141.56984007579734,18.835398905051086
-205.41128910708386,18.769504654446074
-174.40780575746385,19.16586619137295
-151.7955295155479,19.230769530758607
-149.4595611070743,19.35660582118678
-365.3018371041895,19.52053548125474
-155.01465636144746,18.81580301583343
-129.7931131572415,18.93827261845927
-111.91399129112853,19.039952305213877
-145.90147834968568,18.97316005860264
-165.51348650874695,18.78881883178563
-165.52541410154774,19.208893808772306
-181.6401790366142,19.12102469672379
-69.26610046705957,19.29710978403894
-54.16379465256672,19.397983968551088
-135.6951866647209,19.147275930179635
-124.98286651932838,19.261067093744696
-88.72438449408344,19.15709002491923
-141.42216911268463,18.616650403200616
-121.31537623469698,19.175464499273886
-120.21886703922063,18.85659517138041
-169.95636112471638,18.534141399858154
-260.23404384395724,19.2103170533203
-185.35032676988556,18.818298878491536
-114.69289656753377,19.182367366507016
-172.11191761789883,18.92104239914986
-64.25306881537864,18.86242548295543
-429.09666669790994,18.78034276928383
-118.7167569232134,18.914231448158517
-148.63926229058904,18.92945635828267
-127.80907498744165,18.966675868346364
-158.58170858249088,18.23627333569055
-134.73086862633056,18.735739796020326
-118.92696186022023,18.676104862234965
-162.7979206071134,18.642195863754598
-116.59572630216977,18.513282580317522
-260.3619090847932,18.582094098584406
-79.54177866021273,19.06565832574015
-165.79275417649933,18.881480024142427
-173.98760822782475,18.954918908265334
-195.1264379660056,19.005663362231196
-135.79409101503182,18.649590300961822
-155.19705245468677,19.023067088079273
-324.9243625172297,19.121592665032257
-136.21670326247573,18.831362015463082
-143.47569945285562,19.03764627705983
-113.39701862764699,18.836883287235974
-81.74817830514756,18.750017881410486
-121.6459065345356,18.930661648067304
